Team,Year,Contest (Average),AveragePoints,Contest (First),FirstPct,Contest (Top 5),Top5Pct
Saint James,2005,Efficiency,NA,Efficiency,0,Efficiency,0
Baldwin,2005,Efficiency,NA,Efficiency,0,Efficiency,0
Point Pleasant,2005,Efficiency,NA,Efficiency,0,Efficiency,0
Elmont,2005,Efficiency,NA,Efficiency,0,Efficiency,0
North Babylon,2005,Efficiency,NA,Efficiency,0,Efficiency,0
North Lindenhurst,2005,Efficiency,0.66,Efficiency,0.1,Efficiency,1.2
Copiague,2005,Efficiency,0.00,Efficiency,0,Efficiency,0
Lake Placid,2005,Efficiency,NA,Efficiency,0,Efficiency,0
Oyster Bay TB,2005,Efficiency,0.00,Efficiency,0,Efficiency,0
Atlantic Steamer,2005,Efficiency,0.00,Efficiency,0,Efficiency,0
Selden,2005,Efficiency,NA,Efficiency,0,Efficiency,0
Coram,2005,Efficiency,NA,Efficiency,0,Efficiency,0
Glenwood,2005,Efficiency,NA,Efficiency,0,Efficiency,0
Massapequa,2005,Efficiency,NA,Efficiency,0,Efficiency,0
Islip Terrace,2005,Efficiency,0.03,Efficiency,0.1,Efficiency,1.1
Mineola,2005,Efficiency,NA,Efficiency,0,Efficiency,0
Carle Place,2005,Efficiency,NA,Efficiency,0,Efficiency,0
Hagerman,2005,Efficiency,NA,Efficiency,0,Efficiency,0
Roslyn,2005,Efficiency,0.00,Efficiency,0,Efficiency,0
Port Washington,2005,Efficiency,0.00,Efficiency,0,Efficiency,0
Hempstead Yellow Hornets,2005,Efficiency,1.77,Efficiency,0,Efficiency,0
East Farmingdale,2005,Efficiency,NA,Efficiency,0,Efficiency,0
Hicksville,2005,Efficiency,0.00,Efficiency,0,Efficiency,0
North Bellmore,2005,Efficiency,0.00,Efficiency,0,Efficiency,0
Lindenhurst,2005,Efficiency,0.03,Efficiency,0,Efficiency,0
Deerfield,2005,Efficiency,NA,Efficiency,0,Efficiency,0
New Hyde Park,2005,Efficiency,0.07,Efficiency,0,Efficiency,0
South Hempstead,2005,Efficiency,0.00,Efficiency,0,Efficiency,0
West Sayville,2005,Efficiency,2.47,Efficiency,1.7,Efficiency,15.5
East Islip,2005,Efficiency,NA,Efficiency,0,Efficiency,0
Cutchogue,2005,Efficiency,NA,Efficiency,0,Efficiency,0
Central Islip,2005,Efficiency,0.01,Efficiency,0,Efficiency,0.2
Westbury,2005,Efficiency,0.00,Efficiency,0,Efficiency,0.1
Barnard,2005,Efficiency,NA,Efficiency,0,Efficiency,0
Holbrook,2005,Efficiency,NA,Efficiency,0,Efficiency,0
Patchogue,2005,Efficiency,2.40,Efficiency,0,Efficiency,0
Elsmere,2005,Efficiency,NA,Efficiency,0,Efficiency,0
Clayton,2005,Efficiency,NA,Efficiency,0,Efficiency,0
Oceanside,2005,Efficiency,NA,Efficiency,0,Efficiency,0
Henrietta,2005,Efficiency,NA,Efficiency,0,Efficiency,0
Selden,2006,Efficiency,NA,Efficiency,0,Efficiency,0
Cutchogue,2006,Efficiency,NA,Efficiency,0,Efficiency,0
Copenhagen,2006,Efficiency,NA,Efficiency,0,Efficiency,0
North Bellmore,2006,Efficiency,NA,Efficiency,0,Efficiency,0
East Islip,2006,Efficiency,0.00,Efficiency,0,Efficiency,0
Westbury,2006,Efficiency,0.00,Efficiency,0,Efficiency,0
Roslyn,2006,Efficiency,0.00,Efficiency,0,Efficiency,0
New Hyde Park,2006,Efficiency,0.68,Efficiency,0,Efficiency,0
West Hempstead,2006,Efficiency,0.09,Efficiency,0,Efficiency,0
West Carthage,2006,Efficiency,NA,Efficiency,0,Efficiency,0
Carle Place,2006,Efficiency,NA,Efficiency,0,Efficiency,0
South Hempstead,2006,Efficiency,0.00,Efficiency,0,Efficiency,0
Sea Breeze,2006,Efficiency,NA,Efficiency,0,Efficiency,0
West Sayville,2006,Efficiency,2.98,Efficiency,0,Efficiency,0
Islip Terrace,2006,Efficiency,NA,Efficiency,0,Efficiency,0
Lindenhurst,2006,Efficiency,0.00,Efficiency,0,Efficiency,0
Islip,2006,Efficiency,0.25,Efficiency,0.6,Efficiency,3.5
Hempstead Yellow Hornets,2006,Efficiency,1.91,Efficiency,0,Efficiency,0
Lake Placid,2006,Efficiency,NA,Efficiency,0,Efficiency,0
North Lindenhurst,2006,Efficiency,0.16,Efficiency,0,Efficiency,0
West Islip,2006,Efficiency,0.00,Efficiency,0,Efficiency,0
Copiague,2006,Efficiency,0.00,Efficiency,0,Efficiency,0
Deer Park,2006,Efficiency,NA,Efficiency,0,Efficiency,0
Levittown,2006,Efficiency,NA,Efficiency,0,Efficiency,0
Baldwin,2006,Efficiency,NA,Efficiency,0,Efficiency,0
Central Islip,2006,Efficiency,0.06,Efficiency,0,Efficiency,0
Deerfield,2006,Efficiency,NA,Efficiency,0,Efficiency,0
Spencerport,2006,Efficiency,0.64,Efficiency,0,Efficiency,0
Henrietta,2006,Efficiency,NA,Efficiency,0,Efficiency,0
Coram,2006,Efficiency,NA,Efficiency,0,Efficiency,0
East Farmingdale,2006,Efficiency,NA,Efficiency,0,Efficiency,0
Union Hose,2006,Efficiency,NA,Efficiency,0,Efficiency,0
Point Pleasant,2006,Efficiency,NA,Efficiency,0,Efficiency,0
Brentwood,2006,Efficiency,NA,Efficiency,0,Efficiency,0
Freeport,2006,Efficiency,0.00,Efficiency,0,Efficiency,0
Elsmere,2006,Efficiency,NA,Efficiency,0,Efficiency,0
Hicksville,2006,Efficiency,0.00,Efficiency,0,Efficiency,0
Main-Transit,2006,Efficiency,0.00,Efficiency,0,Efficiency,0
Atlantic Steamer,2006,Efficiency,0.00,Efficiency,0,Efficiency,0
Saint James,2006,Efficiency,NA,Efficiency,0,Efficiency,0
Sayville,2006,Efficiency,NA,Efficiency,0,Efficiency,0
Riverhead,2006,Efficiency,NA,Efficiency,0,Efficiency,0
Manhasset-Lakeville,2006,Efficiency,0.15,Efficiency,0,Efficiency,0
Patchogue,2006,Efficiency,0.59,Efficiency,0,Efficiency,0
Port Washington,2006,Efficiency,NA,Efficiency,0,Efficiency,0
Elmont,2006,Efficiency,NA,Efficiency,0,Efficiency,0
Bay Shore,2006,Efficiency,0.03,Efficiency,0,Efficiency,0
Clayton,2006,Efficiency,NA,Efficiency,0,Efficiency,0
West Islip,2007,Efficiency,0.00,Efficiency,0,Efficiency,0
Central Islip,2007,Efficiency,0.26,Efficiency,0.2,Efficiency,8.1
Brentwood,2007,Efficiency,NA,Efficiency,0,Efficiency,0
Elmont,2007,Efficiency,0.00,Efficiency,0,Efficiency,0
Manhasset-Lakeville,2007,Efficiency,0.02,Efficiency,0,Efficiency,0
Coram,2007,Efficiency,NA,Efficiency,0,Efficiency,0
East Farmingdale,2007,Efficiency,NA,Efficiency,0,Efficiency,0
Islip,2007,Efficiency,0.15,Efficiency,0.1,Efficiency,0.9
Elsmere,2007,Efficiency,NA,Efficiency,0,Efficiency,0
Copenhagen,2007,Efficiency,NA,Efficiency,0,Efficiency,0
Selden,2007,Efficiency,NA,Efficiency,0,Efficiency,0
Riverhead,2007,Efficiency,NA,Efficiency,0,Efficiency,0
Deerfield,2007,Efficiency,NA,Efficiency,0,Efficiency,0
Main-Transit,2007,Efficiency,0.00,Efficiency,0,Efficiency,0
East Islip,2007,Efficiency,0.00,Efficiency,0,Efficiency,0
North Bellmore,2007,Efficiency,NA,Efficiency,0,Efficiency,0
Bay Shore,2007,Efficiency,0.02,Efficiency,0,Efficiency,0.2
Copiague,2007,Efficiency,0.00,Efficiency,0,Efficiency,0
Roslyn,2007,Efficiency,0.00,Efficiency,0,Efficiency,0
Clayton,2007,Efficiency,NA,Efficiency,0,Efficiency,0
Levittown,2007,Efficiency,NA,Efficiency,0,Efficiency,0
North Babylon,2007,Efficiency,NA,Efficiency,0,Efficiency,0
Oyster Bay TB,2007,Efficiency,NA,Efficiency,0,Efficiency,0
Hicksville,2007,Efficiency,NA,Efficiency,0,Efficiency,0
Glenwood,2007,Efficiency,NA,Efficiency,0,Efficiency,0
Henrietta,2007,Efficiency,NA,Efficiency,0,Efficiency,0
New Hyde Park,2007,Efficiency,0.42,Efficiency,0,Efficiency,0
Freeport,2007,Efficiency,0.01,Efficiency,0,Efficiency,0.4
North Lindenhurst,2007,Efficiency,0.13,Efficiency,0,Efficiency,0.3
West Hempstead,2007,Efficiency,0.08,Efficiency,0,Efficiency,0
Saint James,2007,Efficiency,NA,Efficiency,0,Efficiency,0
Spencerport,2007,Efficiency,0.00,Efficiency,0,Efficiency,0
Sayville,2007,Efficiency,NA,Efficiency,0,Efficiency,0
Carle Place,2007,Efficiency,NA,Efficiency,0,Efficiency,0
Lindenhurst,2007,Efficiency,0.00,Efficiency,0,Efficiency,0
Patchogue,2007,Efficiency,0.23,Efficiency,0,Efficiency,0
South Hempstead,2007,Efficiency,0.04,Efficiency,0,Efficiency,0.8
Hempstead Yellow Hornets,2007,Efficiency,0.91,Efficiency,0,Efficiency,0.2
Point Pleasant,2007,Efficiency,NA,Efficiency,0,Efficiency,0
West Sayville,2007,Efficiency,3.97,Efficiency,0,Efficiency,0.6
Port Washington,2007,Efficiency,NA,Efficiency,0,Efficiency,0
Cutchogue,2007,Efficiency,NA,Efficiency,0,Efficiency,0
Westbury,2007,Efficiency,0.05,Efficiency,0,Efficiency,0
Baldwin,2007,Efficiency,NA,Efficiency,0,Efficiency,0
Copenhagen,2008,Efficiency,NA,Efficiency,0,Efficiency,0
Henrietta,2008,Efficiency,NA,Efficiency,0,Efficiency,0
Oyster Bay TB,2008,Efficiency,NA,Efficiency,0,Efficiency,0
Deerfield,2008,Efficiency,NA,Efficiency,0,Efficiency,0
Spencerport,2008,Efficiency,0.00,Efficiency,0,Efficiency,0
North Bellmore,2008,Efficiency,NA,Efficiency,0,Efficiency,0
Roslyn,2008,Efficiency,NA,Efficiency,0,Efficiency,0
Cutchogue,2008,Efficiency,NA,Efficiency,0,Efficiency,0
West Islip,2008,Efficiency,0.00,Efficiency,0,Efficiency,0
New Hyde Park,2008,Efficiency,1.41,Efficiency,0,Efficiency,0
Westbury,2008,Efficiency,0.00,Efficiency,0,Efficiency,0
Sayville,2008,Efficiency,NA,Efficiency,0,Efficiency,0
Selden,2008,Efficiency,NA,Efficiency,0,Efficiency,0
East Islip,2008,Efficiency,0.20,Efficiency,0,Efficiency,0
Copiague,2008,Efficiency,0.06,Efficiency,0,Efficiency,0
Islip,2008,Efficiency,0.55,Efficiency,0,Efficiency,0
Bay Shore,2008,Efficiency,0.00,Efficiency,0,Efficiency,0
Riverhead,2008,Efficiency,NA,Efficiency,0,Efficiency,0
Lake Placid,2008,Efficiency,NA,Efficiency,0,Efficiency,0
Louisville,2008,Efficiency,NA,Efficiency,0,Efficiency,0
Islip Terrace,2008,Efficiency,NA,Efficiency,0,Efficiency,0
Sea Breeze,2008,Efficiency,NA,Efficiency,0,Efficiency,0
South Hempstead,2008,Efficiency,0.04,Efficiency,0,Efficiency,0.1
Baldwin,2008,Efficiency,NA,Efficiency,0,Efficiency,0
Elmont,2008,Efficiency,NA,Efficiency,0,Efficiency,0
West Sayville,2008,Efficiency,5.43,Efficiency,1.7,Efficiency,8.6
Brentwood,2008,Efficiency,NA,Efficiency,0,Efficiency,0
Elsmere,2008,Efficiency,NA,Efficiency,0,Efficiency,0
Central Islip,2008,Efficiency,1.40,Efficiency,2.3,Efficiency,17.3
Carle Place,2008,Efficiency,NA,Efficiency,0,Efficiency,0
Main-Transit,2008,Efficiency,NA,Efficiency,0,Efficiency,0
Point Pleasant,2008,Efficiency,NA,Efficiency,0,Efficiency,0
Union Hose,2008,Efficiency,NA,Efficiency,0,Efficiency,0
North Lindenhurst,2008,Efficiency,0.52,Efficiency,0,Efficiency,0
Glenwood,2008,Efficiency,NA,Efficiency,0,Efficiency,0
Freeport,2008,Efficiency,0.00,Efficiency,0,Efficiency,0
East Farmingdale,2008,Efficiency,NA,Efficiency,0,Efficiency,0
Lindenhurst,2008,Efficiency,0.04,Efficiency,0,Efficiency,0
Hempstead Yellow Hornets,2008,Efficiency,0.76,Efficiency,0.2,Efficiency,1.7
Manhasset-Lakeville,2008,Efficiency,0.00,Efficiency,0,Efficiency,0
Hicksville,2008,Efficiency,0.22,Efficiency,0.6,Efficiency,8.3
Port Washington,2008,Efficiency,NA,Efficiency,0,Efficiency,0
Coram,2008,Efficiency,NA,Efficiency,0,Efficiency,0
Saint James,2008,Efficiency,NA,Efficiency,0,Efficiency,0
Clayton,2008,Efficiency,NA,Efficiency,0,Efficiency,0
West Hempstead,2008,Efficiency,0.44,Efficiency,0,Efficiency,0
Syosset,2009,Efficiency,NA,Efficiency,0,Efficiency,0
South Hempstead,2009,Efficiency,0.00,Efficiency,0,Efficiency,0
Freeport,2009,Efficiency,NA,Efficiency,0,Efficiency,0
Bay Shore,2009,Efficiency,0.00,Efficiency,0,Efficiency,0
Henrietta,2009,Efficiency,NA,Efficiency,0,Efficiency,0
Lake Placid,2009,Efficiency,NA,Efficiency,0,Efficiency,0
Clayton,2009,Efficiency,NA,Efficiency,0,Efficiency,0
Hempstead Yellow Hornets,2009,Efficiency,0.75,Efficiency,0,Efficiency,0
Hicksville,2009,Efficiency,0.00,Efficiency,0,Efficiency,0
Point Pleasant,2009,Efficiency,NA,Efficiency,0,Efficiency,0
Central Islip,2009,Efficiency,1.08,Efficiency,0.3,Efficiency,8.6
East Islip,2009,Efficiency,0.59,Efficiency,0,Efficiency,0
Deer Park,2009,Efficiency,NA,Efficiency,0,Efficiency,0
Delmar,2009,Efficiency,NA,Efficiency,0,Efficiency,0
Garden City Park,2009,Efficiency,NA,Efficiency,0,Efficiency,0
Spencerport,2009,Efficiency,0.00,Efficiency,0,Efficiency,0
Copiague,2009,Efficiency,0.00,Efficiency,0,Efficiency,0
Main-Transit,2009,Efficiency,NA,Efficiency,0,Efficiency,0
West Sayville,2009,Efficiency,1.67,Efficiency,0,Efficiency,0.3
New Hyde Park,2009,Efficiency,0.03,Efficiency,0,Efficiency,0
Merrick,2009,Efficiency,NA,Efficiency,0,Efficiency,0
Islip Terrace,2009,Efficiency,NA,Efficiency,0,Efficiency,0
Sayville,2009,Efficiency,NA,Efficiency,0,Efficiency,0
Atlantic Steamer,2009,Efficiency,NA,Efficiency,0,Efficiency,0
Massapequa,2009,Efficiency,NA,Efficiency,0,Efficiency,0
Glenwood,2009,Efficiency,NA,Efficiency,0,Efficiency,0
Brentwood,2009,Efficiency,NA,Efficiency,0,Efficiency,0
Coram,2009,Efficiency,NA,Efficiency,0,Efficiency,0
North Lindenhurst,2009,Efficiency,0.38,Efficiency,0,Efficiency,0
Islip,2009,Efficiency,0.68,Efficiency,0.4,Efficiency,4.5
Cutchogue,2009,Efficiency,NA,Efficiency,0,Efficiency,0
Roslyn,2009,Efficiency,0.00,Efficiency,0,Efficiency,0
Oyster Bay TB,2009,Efficiency,NA,Efficiency,0,Efficiency,0
Copenhagen,2009,Efficiency,NA,Efficiency,0,Efficiency,0
Hagerman,2009,Efficiency,NA,Efficiency,0,Efficiency,0
Elmont,2009,Efficiency,NA,Efficiency,0,Efficiency,0
West Hempstead,2009,Efficiency,0.05,Efficiency,0,Efficiency,0
Riverhead,2009,Efficiency,NA,Efficiency,0,Efficiency,0
Baldwin,2009,Efficiency,NA,Efficiency,0,Efficiency,0
Lindenhurst,2009,Efficiency,NA,Efficiency,0,Efficiency,0
North Bellmore,2009,Efficiency,NA,Efficiency,0,Efficiency,0
Elsmere,2009,Efficiency,NA,Efficiency,0,Efficiency,0
Selden,2009,Efficiency,NA,Efficiency,0,Efficiency,0
Saint James,2009,Efficiency,0.00,Efficiency,0,Efficiency,0
West Islip,2009,Efficiency,0.00,Efficiency,0,Efficiency,0
Port Washington,2009,Efficiency,NA,Efficiency,0,Efficiency,0
Manhasset-Lakeville,2009,Efficiency,0.00,Efficiency,0,Efficiency,0
North Babylon,2009,Efficiency,NA,Efficiency,0,Efficiency,0
Carle Place,2009,Efficiency,NA,Efficiency,0,Efficiency,0
Levittown,2009,Efficiency,NA,Efficiency,0,Efficiency,0
Westbury,2009,Efficiency,0.01,Efficiency,0,Efficiency,0
Lake Placid,2010,Efficiency,NA,Efficiency,0,Efficiency,0
Selden,2010,Efficiency,NA,Efficiency,0,Efficiency,0
Hempstead Yellow Hornets,2010,Efficiency,1.02,Efficiency,0,Efficiency,0
Freeport,2010,Efficiency,0.01,Efficiency,0,Efficiency,0.4
East Farmingdale,2010,Efficiency,NA,Efficiency,0,Efficiency,0
Baldwin,2010,Efficiency,NA,Efficiency,0,Efficiency,0
Westbury,2010,Efficiency,0.06,Efficiency,0,Efficiency,0
Clayton,2010,Efficiency,NA,Efficiency,0,Efficiency,0
Brentwood,2010,Efficiency,NA,Efficiency,0,Efficiency,0
West Sayville,2010,Efficiency,3.17,Efficiency,0.1,Efficiency,2.6
Levittown,2010,Efficiency,NA,Efficiency,0,Efficiency,0
Cutchogue,2010,Efficiency,NA,Efficiency,0,Efficiency,0
West Hempstead,2010,Efficiency,0.00,Efficiency,0,Efficiency,0
Manhasset-Lakeville,2010,Efficiency,NA,Efficiency,0,Efficiency,0
North Lindenhurst,2010,Efficiency,0.63,Efficiency,0,Efficiency,2.5
East Islip,2010,Efficiency,0.19,Efficiency,0,Efficiency,0
Roslyn,2010,Efficiency,0.04,Efficiency,0,Efficiency,0
North Bellmore,2010,Efficiency,NA,Efficiency,0,Efficiency,0
Henrietta,2010,Efficiency,NA,Efficiency,0,Efficiency,0
Islip,2010,Efficiency,0.89,Efficiency,0,Efficiency,1.2
West Carthage,2010,Efficiency,NA,Efficiency,0,Efficiency,0
North Babylon,2010,Efficiency,NA,Efficiency,0,Efficiency,0
Riverhead,2010,Efficiency,NA,Efficiency,0,Efficiency,0
Port Washington,2010,Efficiency,0.15,Efficiency,0.8,Efficiency,5.3
Central Islip,2010,Efficiency,1.87,Efficiency,0.3,Efficiency,10.2
Deer Park,2010,Efficiency,NA,Efficiency,0,Efficiency,0
Saint James,2010,Efficiency,NA,Efficiency,0,Efficiency,0
Lindenhurst,2010,Efficiency,0.00,Efficiency,0,Efficiency,0
Oyster Bay TB,2010,Efficiency,NA,Efficiency,0,Efficiency,0
Bay Shore,2010,Efficiency,0.22,Efficiency,0,Efficiency,0
Elmont,2010,Efficiency,NA,Efficiency,0,Efficiency,0
Glenwood,2010,Efficiency,NA,Efficiency,0,Efficiency,0
Elsmere,2010,Efficiency,NA,Efficiency,0,Efficiency,0
New Hyde Park,2010,Efficiency,0.23,Efficiency,0,Efficiency,1.8
Sayville,2010,Efficiency,NA,Efficiency,0,Efficiency,0
South Hempstead,2010,Efficiency,0.02,Efficiency,0.1,Efficiency,0.6
Deerfield,2010,Efficiency,NA,Efficiency,0,Efficiency,0
Louisville,2010,Efficiency,NA,Efficiency,0,Efficiency,0
Spencerport,2010,Efficiency,0.00,Efficiency,0,Efficiency,0
Hicksville,2010,Efficiency,NA,Efficiency,0,Efficiency,0
Main-Transit,2010,Efficiency,0.00,Efficiency,0,Efficiency,0
Copiague,2010,Efficiency,0.05,Efficiency,0,Efficiency,0
Coram,2010,Efficiency,NA,Efficiency,0,Efficiency,0
Point Pleasant,2010,Efficiency,NA,Efficiency,0,Efficiency,0
Norfolk,2010,Efficiency,NA,Efficiency,0,Efficiency,0
Copenhagen,2010,Efficiency,NA,Efficiency,0,Efficiency,0
Islip Terrace,2010,Efficiency,NA,Efficiency,0,Efficiency,0
Baldwin,2011,Efficiency,NA,Efficiency,0,Efficiency,0
Bay Shore,2011,Efficiency,0.14,Efficiency,0,Efficiency,0
Brentwood,2011,Efficiency,0.00,Efficiency,0,Efficiency,0
Carle Place,2011,Efficiency,NA,Efficiency,0,Efficiency,0
Central Islip,2011,Efficiency,2.53,Efficiency,23.7,Efficiency,50.1
Clayton,2011,Efficiency,NA,Efficiency,0,Efficiency,0
Copenhagen,2011,Efficiency,NA,Efficiency,0,Efficiency,0
Copiague,2011,Efficiency,0.34,Efficiency,0.2,Efficiency,1.8
Coram,2011,Efficiency,NA,Efficiency,0,Efficiency,0
Cutchogue,2011,Efficiency,NA,Efficiency,0,Efficiency,0
Deer Park,2011,Efficiency,NA,Efficiency,0,Efficiency,0
Deerfield,2011,Efficiency,NA,Efficiency,0,Efficiency,0
East Islip,2011,Efficiency,0.59,Efficiency,0,Efficiency,0
Elmont,2011,Efficiency,0.00,Efficiency,0,Efficiency,0
Elsmere,2011,Efficiency,NA,Efficiency,0,Efficiency,0
Farmingville,2011,Efficiency,NA,Efficiency,0,Efficiency,0
Freeport,2011,Efficiency,0.00,Efficiency,0,Efficiency,0
Glenwood,2011,Efficiency,NA,Efficiency,0,Efficiency,0
Great Bend,2011,Efficiency,NA,Efficiency,0,Efficiency,0
Hempstead Yellow Hornets,2011,Efficiency,0.15,Efficiency,0,Efficiency,0
Henrietta,2011,Efficiency,NA,Efficiency,0,Efficiency,0
Hicksville,2011,Efficiency,0.00,Efficiency,0,Efficiency,0
Islip,2011,Efficiency,0.00,Efficiency,0,Efficiency,0
Levittown,2011,Efficiency,NA,Efficiency,0,Efficiency,0
Lindenhurst,2011,Efficiency,0.00,Efficiency,0,Efficiency,0
Main-Transit,2011,Efficiency,0.00,Efficiency,0,Efficiency,0
Manhasset-Lakeville,2011,Efficiency,NA,Efficiency,0,Efficiency,0
Medford,2011,Efficiency,NA,Efficiency,0,Efficiency,0
Miller Place,2011,Efficiency,NA,Efficiency,0,Efficiency,0
New Hyde Park,2011,Efficiency,0.00,Efficiency,0,Efficiency,0
North Babylon,2011,Efficiency,0.00,Efficiency,0,Efficiency,0
North Bellmore,2011,Efficiency,NA,Efficiency,0,Efficiency,0
North Lindenhurst,2011,Efficiency,0.88,Efficiency,0,Efficiency,0.1
Oyster Bay TB,2011,Efficiency,NA,Efficiency,0,Efficiency,0
Patchogue,2011,Efficiency,NA,Efficiency,0,Efficiency,0
Point Pleasant,2011,Efficiency,NA,Efficiency,0,Efficiency,0
Port Washington,2011,Efficiency,0.00,Efficiency,0,Efficiency,0
Riverhead,2011,Efficiency,NA,Efficiency,0,Efficiency,0
Rockville Centre WDL,2011,Efficiency,NA,Efficiency,0,Efficiency,0
Roslyn,2011,Efficiency,0.00,Efficiency,0,Efficiency,0
Saint James,2011,Efficiency,0.00,Efficiency,0,Efficiency,0
Sayville,2011,Efficiency,NA,Efficiency,0,Efficiency,0
Sea Breeze,2011,Efficiency,NA,Efficiency,0,Efficiency,0
Selden,2011,Efficiency,NA,Efficiency,0,Efficiency,0
Spencerport,2011,Efficiency,NA,Efficiency,0,Efficiency,0
West Hempstead,2011,Efficiency,0.06,Efficiency,0,Efficiency,0
West Sayville,2011,Efficiency,1.98,Efficiency,0.3,Efficiency,1.6
Westbury,2011,Efficiency,0.00,Efficiency,0,Efficiency,0
Deerfield,2012,Efficiency,NA,Efficiency,0,Efficiency,0
Sayville,2012,Efficiency,NA,Efficiency,0,Efficiency,0
Islip,2012,Efficiency,0.58,Efficiency,0,Efficiency,0
Riverhead,2012,Efficiency,NA,Efficiency,0,Efficiency,0
Elsmere,2012,Efficiency,NA,Efficiency,0,Efficiency,0
Lake Placid,2012,Efficiency,NA,Efficiency,0,Efficiency,0
North Babylon,2012,Efficiency,NA,Efficiency,0,Efficiency,0
Bay Shore,2012,Efficiency,0.19,Efficiency,0,Efficiency,0.5
Saint James,2012,Efficiency,0.03,Efficiency,0,Efficiency,0
Coram,2012,Efficiency,NA,Efficiency,0,Efficiency,0
Henrietta,2012,Efficiency,0.00,Efficiency,0,Efficiency,0
North Lindenhurst,2012,Efficiency,0.21,Efficiency,0,Efficiency,0
East Islip,2012,Efficiency,1.46,Efficiency,0,Efficiency,0
Glenwood,2012,Efficiency,NA,Efficiency,0,Efficiency,0
East Farmingdale,2012,Efficiency,NA,Efficiency,0,Efficiency,0
Main-Transit,2012,Efficiency,0.00,Efficiency,0,Efficiency,0
Copiague,2012,Efficiency,0.01,Efficiency,0,Efficiency,0.1
Hicksville,2012,Efficiency,0.00,Efficiency,0,Efficiency,0
Sheridan Park,2012,Efficiency,NA,Efficiency,0,Efficiency,0
Baldwin,2012,Efficiency,NA,Efficiency,0,Efficiency,0
Cutchogue,2012,Efficiency,NA,Efficiency,0,Efficiency,0
Great Bend,2012,Efficiency,NA,Efficiency,0,Efficiency,0
Deer Park,2012,Efficiency,NA,Efficiency,0,Efficiency,0
Carle Place,2012,Efficiency,NA,Efficiency,0,Efficiency,0
Levittown,2012,Efficiency,NA,Efficiency,0,Efficiency,0
Oyster Bay TB,2012,Efficiency,NA,Efficiency,0,Efficiency,0
West Sayville,2012,Efficiency,1.11,Efficiency,0,Efficiency,1.1
Port Washington,2012,Efficiency,0.00,Efficiency,0,Efficiency,0
Copenhagen,2012,Efficiency,NA,Efficiency,0,Efficiency,0
West Hempstead,2012,Efficiency,0.10,Efficiency,0,Efficiency,0.3
Point Pleasant,2012,Efficiency,NA,Efficiency,0,Efficiency,0
Louisville,2012,Efficiency,NA,Efficiency,0,Efficiency,0
Manhasset-Lakeville,2012,Efficiency,NA,Efficiency,0,Efficiency,0
North Bellmore,2012,Efficiency,NA,Efficiency,0,Efficiency,0
Brentwood,2012,Efficiency,NA,Efficiency,0,Efficiency,0
Central Islip,2012,Efficiency,2.89,Efficiency,3.6,Efficiency,31.1
New Hyde Park,2012,Efficiency,0.01,Efficiency,0,Efficiency,0
Westbury,2012,Efficiency,0.05,Efficiency,0,Efficiency,0
Roslyn,2012,Efficiency,0.02,Efficiency,0,Efficiency,0
West Islip,2012,Efficiency,NA,Efficiency,0,Efficiency,0
Clayton,2012,Efficiency,NA,Efficiency,0,Efficiency,0
Spencerport,2012,Efficiency,NA,Efficiency,0,Efficiency,0
Lindenhurst,2012,Efficiency,0.11,Efficiency,0,Efficiency,0
Selden,2012,Efficiency,NA,Efficiency,0,Efficiency,0
Bay Shore,2014,Efficiency,0.23,Efficiency,0.2,Efficiency,6
Levittown,2014,Efficiency,NA,Efficiency,0,Efficiency,0
Selden,2014,Efficiency,NA,Efficiency,0,Efficiency,0
Baldwin,2014,Efficiency,NA,Efficiency,0,Efficiency,0
Deerfield,2014,Efficiency,NA,Efficiency,0,Efficiency,0
Henrietta,2014,Efficiency,NA,Efficiency,0,Efficiency,0
Clayton,2014,Efficiency,NA,Efficiency,0,Efficiency,0
Louisville,2014,Efficiency,NA,Efficiency,0,Efficiency,0
Amityville,2014,Efficiency,NA,Efficiency,0,Efficiency,0
Brentwood,2014,Efficiency,NA,Efficiency,0,Efficiency,0
West Islip,2014,Efficiency,NA,Efficiency,0,Efficiency,0
Hicksville,2014,Efficiency,0.00,Efficiency,0,Efficiency,0
Elmont,2014,Efficiency,NA,Efficiency,0,Efficiency,0
North Babylon,2014,Efficiency,NA,Efficiency,0,Efficiency,0
Oyster Bay TB,2014,Efficiency,NA,Efficiency,0,Efficiency,0
Babylon,2014,Efficiency,NA,Efficiency,0,Efficiency,0
Glenwood,2014,Efficiency,NA,Efficiency,0,Efficiency,0
North Greece,2014,Efficiency,NA,Efficiency,0,Efficiency,0
Point Pleasant,2014,Efficiency,0.00,Efficiency,0,Efficiency,0
Sea Breeze,2014,Efficiency,NA,Efficiency,0,Efficiency,0
Manhasset-Lakeville,2014,Efficiency,0.00,Efficiency,0,Efficiency,0
North Lindenhurst,2014,Efficiency,0.18,Efficiency,0.7,Efficiency,5.1
Riverhead,2014,Efficiency,NA,Efficiency,0,Efficiency,0
Westbury,2014,Efficiency,0.00,Efficiency,0,Efficiency,0
Deer Park,2014,Efficiency,0.00,Efficiency,0,Efficiency,0
Islip,2014,Efficiency,1.00,Efficiency,7.3,Efficiency,21.6
East Farmingdale,2014,Efficiency,NA,Efficiency,0,Efficiency,0
North Bellmore,2014,Efficiency,0.00,Efficiency,0,Efficiency,0
